id_responden,negara,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,skala_politik,tahun_lahir,usia,religiusitas,jenis_kelamin,status_pernikahan,status_pekerjaan
764070008,Thailand,1.0,3.0,3.0,2.0,8,8.0,7.0,2.0,1973.0,44.0,5.0,Laki-laki,Menikah,Wiraswasta
764070009,Thailand,1.0,2.0,3.0,2.0,1,1.0,10.0,5.0,1980.0,37.0,6.0,Laki-laki,Lajang,Penuh waktu
764070010,Thailand,1.0,2.0,1.0,1.0,8,9.0,9.0,6.0,1962.0,55.0,10.0,Laki-laki,Menikah,Paruh waktu
764070011,Thailand,1.0,2.0,3.0,1.0,7,6.0,7.0,8.0,1988.0,29.0,3.0,Laki-laki,Menikah,Wiraswasta
764070012,Thailand,1.0,2.0,-2.0,1.0,5,8.0,7.0,5.0,1972.0,45.0,3.0,Perempuan,Menikah,Ibu rumah tangga
764070013,Thailand,1.0,1.0,2.0,1.0,7,6.0,5.0,5.0,1984.0,33.0,4.0,Laki-laki,Janda/Duda,Penuh waktu
764070014,Thailand,1.0,2.0,2.0,2.0,10,10.0,9.0,6.0,1979.0,38.0,3.0,Laki-laki,Menikah,Penuh waktu
764070015,Thailand,1.0,2.0,2.0,2.0,1,10.0,6.0,6.0,1956.0,61.0,5.0,Perempuan,Menikah,Pensiunan
764070016,Thailand,1.0,2.0,3.0,2.0,3,5.0,5.0,5.0,1955.0,62.0,3.0,Perempuan,Janda/Duda,Pensiunan
764070017,Thailand,1.0,2.0,2.0,2.0,5,5.0,5.0,6.0,1972.0,45.0,5.0,Laki-laki,Kohabitasi,Penuh waktu
764070018,Thailand,1.0,2.0,3.0,2.0,10,5.0,6.0,6.0,1981.0,36.0,3.0,Perempuan,Menikah,Wiraswasta
764070019,Thailand,1.0,1.0,4.0,1.0,5,5.0,5.0,6.0,1968.0,49.0,3.0,Laki-laki,Lajang,Wiraswasta
764070020,Thailand,2.0,3.0,4.0,2.0,10,10.0,10.0,5.0,1964.0,53.0,4.0,Perempuan,Kohabitasi,Wiraswasta
764070021,Thailand,1.0,3.0,4.0,2.0,4,5.0,5.0,6.0,1978.0,39.0,5.0,Laki-laki,Menikah,Wiraswasta
764070022,Thailand,2.0,3.0,3.0,2.0,-1,8.0,8.0,5.0,1956.0,61.0,5.0,Perempuan,Lajang,Pensiunan
764070023,Thailand,2.0,3.0,3.0,2.0,7,6.0,8.0,5.0,1980.0,37.0,5.0,Perempuan,Kohabitasi,Penuh waktu
764070024,Thailand,-1.0,-2.0,3.0,,5,2.0,9.0,3.0,1969.0,48.0,8.0,Perempuan,Lajang,Wiraswasta
764070025,Thailand,1.0,3.0,3.0,3.0,4,6.0,5.0,6.0,1969.0,48.0,9.0,Laki-laki,Kohabitasi,Wiraswasta
764070026,Thailand,2.0,2.0,3.0,2.0,6,6.0,6.0,6.0,1958.0,59.0,4.0,Laki-laki,Kohabitasi,Penuh waktu
764070027,Thailand,1.0,2.0,2.0,2.0,5,8.0,8.0,5.0,1969.0,48.0,3.0,Perempuan,Kohabitasi,Penuh waktu
764070028,Thailand,1.0,2.0,2.0,1.0,5,8.0,8.0,5.0,1961.0,56.0,3.0,Perempuan,Kohabitasi,Wiraswasta
764070029,Thailand,1.0,2.0,2.0,2.0,4,6.0,6.0,5.0,1981.0,36.0,5.0,Laki-laki,Menikah,Penuh waktu
764070030,Thailand,1.0,2.0,2.0,2.0,7,6.0,6.0,5.0,1968.0,49.0,3.0,Laki-laki,Kohabitasi,Penuh waktu
764070031,Thailand,1.0,2.0,2.0,1.0,8,8.0,8.0,6.0,1989.0,28.0,3.0,Perempuan,Lajang,Penuh waktu
764070032,Thailand,1.0,2.0,2.0,2.0,3,3.0,3.0,5.0,1958.0,59.0,5.0,Perempuan,Kohabitasi,Ibu rumah tangga
764070033,Thailand,1.0,1.0,2.0,1.0,6,5.0,5.0,5.0,1983.0,34.0,3.0,Laki-laki,Lajang,Penuh waktu
764070034,Thailand,1.0,2.0,3.0,3.0,3,5.0,5.0,5.0,1955.0,62.0,5.0,Perempuan,Kohabitasi,Pensiunan
764070035,Thailand,1.0,2.0,2.0,1.0,7,7.0,7.0,5.0,1970.0,47.0,5.0,Laki-laki,Menikah,Penuh waktu
764070036,Thailand,1.0,2.0,3.0,3.0,5,5.0,5.0,5.0,1956.0,61.0,3.0,Laki-laki,Menikah,Pensiunan
764070037,Thailand,1.0,1.0,2.0,1.0,3,5.0,5.0,5.0,1962.0,55.0,3.0,Laki-laki,Menikah,Penuh waktu
764070038,Thailand,1.0,2.0,3.0,3.0,3,8.0,8.0,5.0,1957.0,60.0,3.0,Laki-laki,Menikah,Pensiunan
764070039,Thailand,1.0,1.0,2.0,2.0,8,5.0,5.0,5.0,1986.0,31.0,3.0,Laki-laki,Lajang,Penuh waktu
764070040,Thailand,1.0,2.0,3.0,4.0,3,5.0,5.0,5.0,1955.0,62.0,3.0,Perempuan,Kohabitasi,Pensiunan
764070041,Thailand,1.0,2.0,2.0,2.0,7,5.0,5.0,5.0,1982.0,35.0,4.0,Perempuan,Lajang,Penuh waktu
764070042,Thailand,1.0,1.0,2.0,1.0,8,8.0,8.0,5.0,1990.0,27.0,3.0,Perempuan,Lajang,Penuh waktu
764070043,Thailand,1.0,1.0,2.0,1.0,8,8.0,8.0,5.0,1990.0,27.0,4.0,Perempuan,Lajang,Penuh waktu
764070044,Thailand,1.0,2.0,3.0,2.0,2,6.0,6.0,5.0,1958.0,59.0,5.0,Perempuan,Menikah,Penuh waktu
764070045,Thailand,1.0,2.0,2.0,2.0,3,3.0,3.0,5.0,1968.0,49.0,3.0,Laki-laki,Bercerai,Penuh waktu
764070046,Thailand,1.0,3.0,3.0,2.0,2,3.0,3.0,5.0,1958.0,59.0,3.0,Perempuan,Pisah,Ibu rumah tangga
764070047,Thailand,1.0,2.0,2.0,2.0,8,8.0,8.0,5.0,1971.0,46.0,3.0,Laki-laki,Kohabitasi,Penuh waktu
764070048,Thailand,1.0,1.0,2.0,1.0,6,4.0,4.0,5.0,1990.0,27.0,5.0,Laki-laki,Lajang,Penuh waktu
764070049,Thailand,1.0,2.0,2.0,1.0,7,7.0,7.0,5.0,1972.0,45.0,4.0,Perempuan,Lajang,Penuh waktu
764070050,Thailand,1.0,2.0,2.0,2.0,7,7.0,7.0,5.0,1978.0,39.0,4.0,Perempuan,Pisah,Penuh waktu
764070051,Thailand,1.0,1.0,2.0,2.0,1,2.0,2.0,5.0,1981.0,36.0,3.0,Laki-laki,Pisah,Penuh waktu
764070052,Thailand,1.0,1.0,2.0,1.0,6,6.0,6.0,5.0,1966.0,51.0,3.0,Laki-laki,Menikah,Penuh waktu
764070053,Thailand,1.0,1.0,2.0,1.0,6,6.0,6.0,6.0,1990.0,27.0,3.0,Laki-laki,Menikah,Penuh waktu
764070054,Thailand,1.0,2.0,3.0,2.0,5,5.0,5.0,,1958.0,59.0,3.0,Perempuan,Kohabitasi,Wiraswasta
764070055,Thailand,1.0,2.0,2.0,2.0,8,8.0,8.0,5.0,1975.0,42.0,5.0,Laki-laki,Kohabitasi,Penuh waktu
764070056,Thailand,1.0,1.0,2.0,1.0,8,8.0,8.0,5.0,1986.0,31.0,3.0,Perempuan,Menikah,Wiraswasta
764070057,Thailand,1.0,2.0,3.0,2.0,5,5.0,5.0,5.0,1960.0,57.0,5.0,Perempuan,Menikah,Wiraswasta
764070058,Thailand,1.0,1.0,2.0,1.0,7,7.0,8.0,5.0,1980.0,37.0,3.0,Perempuan,Menikah,Penuh waktu
764070059,Thailand,1.0,1.0,2.0,1.0,8,8.0,8.0,5.0,1979.0,38.0,4.0,Perempuan,Menikah,Penuh waktu
764070060,Thailand,1.0,1.0,2.0,1.0,6,8.0,7.0,6.0,1973.0,44.0,4.0,Laki-laki,Menikah,Penuh waktu
764070061,Thailand,1.0,1.0,2.0,1.0,6,4.0,4.0,5.0,1973.0,44.0,3.0,Laki-laki,Menikah,Penuh waktu
764070062,Thailand,1.0,1.0,2.0,1.0,8,7.0,7.0,6.0,1980.0,37.0,3.0,Perempuan,Menikah,Penuh waktu
764070063,Thailand,1.0,2.0,2.0,1.0,5,5.0,5.0,5.0,1972.0,45.0,5.0,Perempuan,Kohabitasi,Penuh waktu
764070064,Thailand,1.0,3.0,3.0,2.0,3,5.0,5.0,5.0,1990.0,27.0,3.0,Perempuan,Menikah,Tidak bekerja
764070065,Thailand,1.0,2.0,4.0,4.0,5,8.0,8.0,5.0,1952.0,65.0,3.0,Laki-laki,Menikah,Pensiunan
764070066,Thailand,1.0,2.0,2.0,2.0,10,10.0,10.0,5.0,1978.0,39.0,3.0,Perempuan,Menikah,Penuh waktu
764070067,Thailand,1.0,1.0,2.0,1.0,8,8.0,8.0,5.0,1968.0,49.0,4.0,Laki-laki,Menikah,Penuh waktu
764070068,Thailand,1.0,1.0,2.0,1.0,5,7.0,8.0,5.0,1970.0,47.0,5.0,Laki-laki,Menikah,Wiraswasta
764070069,Thailand,1.0,1.0,3.0,1.0,8,5.0,5.0,5.0,1970.0,47.0,4.0,Laki-laki,Menikah,Penuh waktu
764070070,Thailand,1.0,2.0,3.0,4.0,3,8.0,8.0,,1954.0,63.0,5.0,Perempuan,Menikah,Pensiunan
764070071,Thailand,1.0,3.0,3.0,3.0,3,5.0,5.0,5.0,1952.0,65.0,4.0,Laki-laki,Bercerai,Pensiunan
764070072,Thailand,1.0,1.0,2.0,1.0,6,6.0,6.0,5.0,1969.0,48.0,3.0,Laki-laki,Kohabitasi,Penuh waktu
764070073,Thailand,1.0,1.0,2.0,1.0,6,6.0,6.0,5.0,1983.0,34.0,4.0,Perempuan,Menikah,Penuh waktu
764070074,Thailand,1.0,2.0,2.0,4.0,5,7.0,7.0,5.0,1965.0,52.0,4.0,Perempuan,Kohabitasi,Ibu rumah tangga
764070075,Thailand,1.0,1.0,2.0,1.0,4,5.0,6.0,5.0,1990.0,27.0,5.0,Perempuan,Lajang,Penuh waktu
764070076,Thailand,1.0,1.0,4.0,1.0,8,8.0,8.0,5.0,1989.0,28.0,5.0,Perempuan,Kohabitasi,Penuh waktu
764070077,Thailand,1.0,2.0,2.0,2.0,2,2.0,2.0,5.0,1968.0,49.0,4.0,Perempuan,Janda/Duda,Ibu rumah tangga
764070078,Thailand,1.0,2.0,3.0,1.0,1,2.0,2.0,,1954.0,63.0,5.0,Perempuan,Menikah,Pensiunan
764070079,Thailand,1.0,1.0,3.0,2.0,2,2.0,2.0,6.0,1959.0,58.0,5.0,Laki-laki,Menikah,Tidak bekerja
764070080,Thailand,1.0,1.0,2.0,1.0,3,4.0,4.0,,1992.0,25.0,5.0,Laki-laki,Menikah,Paruh waktu
764070081,Thailand,1.0,1.0,2.0,1.0,7,7.0,7.0,6.0,1992.0,25.0,5.0,Perempuan,Menikah,Penuh waktu
764070082,Thailand,1.0,1.0,2.0,1.0,5,5.0,5.0,6.0,1993.0,24.0,5.0,Perempuan,Menikah,Penuh waktu
764070083,Thailand,1.0,2.0,2.0,4.0,8,8.0,8.0,5.0,1957.0,60.0,7.0,Laki-laki,Lajang,Pensiunan
764070084,Thailand,1.0,2.0,3.0,1.0,1,6.0,6.0,6.0,1952.0,65.0,5.0,Perempuan,Menikah,Ibu rumah tangga
764070085,Thailand,1.0,2.0,3.0,3.0,3,5.0,5.0,5.0,1957.0,60.0,3.0,Perempuan,Kohabitasi,Paruh waktu
764070086,Thailand,1.0,2.0,4.0,4.0,1,6.0,6.0,6.0,1942.0,75.0,4.0,Perempuan,Janda/Duda,Ibu rumah tangga
764070087,Thailand,1.0,2.0,3.0,4.0,1,5.0,5.0,,1941.0,76.0,4.0,Perempuan,Kohabitasi,Pensiunan
764070088,Thailand,1.0,1.0,1.0,3.0,4,5.0,3.0,,1959.0,58.0,4.0,Perempuan,Menikah,Ibu rumah tangga
764070089,Thailand,1.0,2.0,3.0,2.0,9,10.0,6.0,6.0,1987.0,30.0,5.0,Laki-laki,Menikah,Penuh waktu
764070090,Thailand,1.0,1.0,1.0,4.0,3,3.0,3.0,6.0,1955.0,62.0,3.0,Perempuan,Bercerai,Tidak bekerja
764070091,Thailand,1.0,2.0,2.0,1.0,3,3.0,3.0,5.0,1990.0,27.0,5.0,Perempuan,Menikah,Tidak bekerja
764070092,Thailand,1.0,2.0,3.0,1.0,5,5.0,4.0,5.0,1976.0,41.0,4.0,Perempuan,Lajang,Penuh waktu
764070093,Thailand,1.0,3.0,1.0,1.0,3,3.0,3.0,5.0,1987.0,30.0,4.0,Perempuan,Menikah,Penuh waktu
764070094,Thailand,1.0,2.0,3.0,1.0,1,1.0,1.0,5.0,1977.0,40.0,4.0,Perempuan,Janda/Duda,Penuh waktu
764070095,Thailand,1.0,1.0,2.0,1.0,6,6.0,5.0,5.0,1977.0,40.0,4.0,Perempuan,Menikah,Ibu rumah tangga
764070096,Thailand,1.0,2.0,3.0,2.0,6,5.0,5.0,6.0,1997.0,20.0,5.0,Laki-laki,Kohabitasi,Penuh waktu
764070097,Thailand,1.0,2.0,4.0,1.0,1,1.0,3.0,5.0,1983.0,34.0,3.0,Laki-laki,Menikah,Tidak bekerja
764070098,Thailand,1.0,2.0,4.0,3.0,3,5.0,5.0,5.0,1957.0,60.0,3.0,Laki-laki,Menikah,Pensiunan
764070099,Thailand,1.0,2.0,4.0,1.0,3,3.0,3.0,5.0,1976.0,41.0,4.0,Perempuan,Pisah,Wiraswasta
764070100,Thailand,1.0,1.0,3.0,1.0,3,3.0,3.0,5.0,1964.0,53.0,3.0,Laki-laki,Bercerai,Penuh waktu
764070101,Thailand,1.0,2.0,2.0,2.0,3,4.0,3.0,5.0,1975.0,42.0,4.0,Laki-laki,Lajang,Penuh waktu
764070102,Thailand,1.0,3.0,4.0,4.0,8,8.0,8.0,6.0,1950.0,67.0,4.0,Perempuan,Menikah,Pensiunan
764070103,Thailand,1.0,1.0,3.0,2.0,6,8.0,6.0,6.0,1965.0,52.0,3.0,Perempuan,Menikah,Ibu rumah tangga
764070104,Thailand,1.0,2.0,4.0,3.0,3,8.0,8.0,6.0,1960.0,57.0,4.0,Laki-laki,Menikah,Wiraswasta
764070105,Thailand,1.0,3.0,4.0,4.0,1,3.0,3.0,5.0,1951.0,66.0,3.0,Perempuan,Lajang,Pensiunan
764070106,Thailand,1.0,2.0,3.0,2.0,6,8.0,8.0,6.0,1944.0,73.0,4.0,Perempuan,Menikah,Pensiunan
764070107,Thailand,1.0,1.0,2.0,1.0,3,3.0,3.0,5.0,1985.0,32.0,3.0,Laki-laki,Kohabitasi,Wiraswasta
764070108,Thailand,1.0,3.0,3.0,3.0,6,6.0,6.0,6.0,1961.0,56.0,4.0,Perempuan,Janda/Duda,Pensiunan
764070109,Thailand,1.0,1.0,2.0,1.0,8,8.0,3.0,5.0,1961.0,56.0,3.0,Laki-laki,Kohabitasi,Wiraswasta
764070110,Thailand,1.0,2.0,3.0,2.0,4,8.0,8.0,5.0,1961.0,56.0,4.0,Perempuan,Menikah,Ibu rumah tangga
764070111,Thailand,1.0,3.0,4.0,4.0,1,1.0,5.0,5.0,1937.0,80.0,4.0,Perempuan,Janda/Duda,Pensiunan
764070112,Thailand,1.0,1.0,4.0,1.0,8,8.0,8.0,5.0,1973.0,44.0,4.0,Perempuan,Janda/Duda,Wiraswasta
764070113,Thailand,1.0,2.0,3.0,3.0,5,7.0,6.0,5.0,1948.0,69.0,3.0,Laki-laki,Menikah,Pensiunan
764070114,Thailand,1.0,2.0,3.0,1.0,8,8.0,8.0,6.0,1980.0,37.0,5.0,Perempuan,Lajang,Penuh waktu
764070115,Thailand,1.0,2.0,3.0,4.0,8,8.0,8.0,5.0,1954.0,63.0,4.0,Perempuan,Menikah,Pensiunan
764070116,Thailand,1.0,1.0,2.0,1.0,8,8.0,5.0,6.0,1966.0,51.0,4.0,Laki-laki,Menikah,Penuh waktu
764070117,Thailand,1.0,2.0,3.0,1.0,3,1.0,1.0,6.0,1978.0,39.0,3.0,Laki-laki,Pisah,Wiraswasta
764070118,Thailand,1.0,1.0,2.0,1.0,5,5.0,5.0,5.0,1987.0,30.0,4.0,Laki-laki,Lajang,Wiraswasta
764070119,Thailand,1.0,2.0,3.0,2.0,1,3.0,1.0,5.0,1963.0,54.0,4.0,Perempuan,Janda/Duda,Wiraswasta
764070120,Thailand,1.0,1.0,4.0,3.0,1,1.0,1.0,5.0,1963.0,54.0,4.0,Laki-laki,Pisah,Tidak bekerja
764070121,Thailand,1.0,1.0,2.0,3.0,10,8.0,5.0,6.0,1997.0,20.0,4.0,Laki-laki,Lajang,Tidak bekerja
764070122,Thailand,1.0,1.0,4.0,1.0,10,8.0,4.0,5.0,1994.0,23.0,5.0,Laki-laki,Lajang,Tidak bekerja
764070123,Thailand,1.0,2.0,2.0,1.0,1,1.0,1.0,5.0,1987.0,30.0,5.0,Perempuan,Janda/Duda,Wiraswasta
764070124,Thailand,1.0,1.0,4.0,2.0,6,6.0,6.0,5.0,1983.0,34.0,4.0,Laki-laki,Lajang,Wiraswasta
764070125,Thailand,1.0,2.0,4.0,2.0,1,6.0,6.0,5.0,1960.0,57.0,4.0,Perempuan,Bercerai,Penuh waktu
764070126,Thailand,1.0,1.0,4.0,1.0,3,1.0,3.0,5.0,1985.0,32.0,4.0,Laki-laki,Lajang,Tidak bekerja
764070127,Thailand,1.0,2.0,3.0,1.0,6,6.0,6.0,6.0,1967.0,50.0,5.0,Laki-laki,Menikah,Penuh waktu
764070128,Thailand,1.0,2.0,4.0,1.0,1,1.0,1.0,5.0,1984.0,33.0,5.0,Perempuan,Kohabitasi,Wiraswasta
764070129,Thailand,1.0,1.0,4.0,2.0,3,6.0,6.0,5.0,1957.0,60.0,3.0,Laki-laki,Menikah,Pensiunan
764070130,Thailand,1.0,1.0,3.0,2.0,3,5.0,5.0,5.0,1975.0,42.0,3.0,Laki-laki,Pisah,Penuh waktu
764070131,Thailand,1.0,2.0,2.0,1.0,7,10.0,6.0,6.0,1958.0,59.0,7.0,Perempuan,Menikah,Wiraswasta
764070132,Thailand,1.0,2.0,1.0,2.0,8,9.0,5.0,5.0,1990.0,27.0,4.0,Perempuan,Kohabitasi,Penuh waktu
764070133,Thailand,1.0,2.0,2.0,1.0,6,8.0,3.0,1.0,1964.0,53.0,5.0,Perempuan,Menikah,Paruh waktu
764070134,Thailand,1.0,2.0,2.0,1.0,8,7.0,8.0,8.0,1967.0,50.0,4.0,Laki-laki,Menikah,Wiraswasta
764070135,Thailand,1.0,2.0,4.0,1.0,5,5.0,3.0,8.0,1991.0,26.0,4.0,Laki-laki,Menikah,Wiraswasta
764070136,Thailand,1.0,2.0,1.0,1.0,8,9.0,6.0,7.0,1986.0,31.0,5.0,Laki-laki,Menikah,Penuh waktu
764070137,Thailand,1.0,2.0,2.0,1.0,8,6.0,6.0,10.0,1960.0,57.0,8.0,Laki-laki,Kohabitasi,Wiraswasta
764070138,Thailand,2.0,3.0,3.0,1.0,6,5.0,7.0,5.0,1956.0,61.0,5.0,Laki-laki,Menikah,Wiraswasta
764070139,Thailand,1.0,2.0,1.0,2.0,8,6.0,6.0,6.0,1957.0,60.0,5.0,Perempuan,Menikah,Wiraswasta
764070140,Thailand,1.0,2.0,1.0,1.0,7,6.0,3.0,10.0,1978.0,39.0,10.0,Laki-laki,Menikah,Wiraswasta
764070141,Thailand,1.0,2.0,1.0,1.0,7,6.0,6.0,6.0,1980.0,37.0,5.0,Perempuan,Lajang,Paruh waktu
764070142,Thailand,1.0,2.0,1.0,1.0,7,6.0,6.0,6.0,1981.0,36.0,5.0,Perempuan,Menikah,Wiraswasta
764070143,Thailand,1.0,2.0,3.0,1.0,7,7.0,7.0,6.0,1958.0,59.0,4.0,Laki-laki,Menikah,Tidak bekerja
764070144,Thailand,1.0,2.0,1.0,1.0,7,6.0,6.0,6.0,1948.0,69.0,4.0,Laki-laki,Janda/Duda,Pensiunan
764070145,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,5.0,1961.0,56.0,4.0,Laki-laki,Menikah,Wiraswasta
764070146,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,6.0,1970.0,47.0,3.0,Laki-laki,Menikah,Wiraswasta
764070147,Thailand,1.0,3.0,3.0,1.0,5,5.0,5.0,6.0,1962.0,55.0,5.0,Perempuan,Menikah,Wiraswasta
764070148,Thailand,1.0,2.0,3.0,1.0,7,7.0,7.0,6.0,1961.0,56.0,5.0,Perempuan,Menikah,Wiraswasta
764070149,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,6.0,1958.0,59.0,3.0,Perempuan,Menikah,Wiraswasta
764070150,Thailand,1.0,2.0,2.0,1.0,9,8.0,9.0,6.0,1976.0,41.0,5.0,Perempuan,Menikah,Wiraswasta
764070151,Thailand,1.0,2.0,2.0,2.0,8,6.0,6.0,5.0,1995.0,22.0,4.0,Laki-laki,Lajang,Pelajar/Mahasiswa
764070152,Thailand,1.0,3.0,2.0,2.0,7,6.0,6.0,6.0,1994.0,23.0,3.0,Laki-laki,Lajang,Tidak bekerja
764070153,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,6.0,1982.0,35.0,3.0,Perempuan,Menikah,Paruh waktu
764070154,Thailand,1.0,2.0,2.0,1.0,9,8.0,9.0,6.0,1961.0,56.0,3.0,Perempuan,Menikah,Wiraswasta
764070155,Thailand,1.0,2.0,1.0,1.0,8,8.0,5.0,5.0,1971.0,46.0,3.0,Perempuan,Lajang,Penuh waktu
764070156,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,6.0,1964.0,53.0,5.0,Laki-laki,Lajang,Wiraswasta
764070157,Thailand,1.0,2.0,2.0,1.0,9,8.0,9.0,6.0,1961.0,56.0,4.0,Perempuan,Janda/Duda,Paruh waktu
764070158,Thailand,1.0,2.0,3.0,1.0,7,7.0,7.0,6.0,1953.0,64.0,5.0,Laki-laki,Menikah,Wiraswasta
764070159,Thailand,1.0,2.0,1.0,1.0,7,6.0,6.0,6.0,1970.0,47.0,5.0,Laki-laki,Janda/Duda,Wiraswasta
764070160,Thailand,1.0,2.0,3.0,1.0,7,7.0,7.0,6.0,1985.0,32.0,4.0,Laki-laki,Menikah,Paruh waktu
764070161,Thailand,1.0,2.0,2.0,3.0,8,8.0,8.0,7.0,1957.0,60.0,5.0,Laki-laki,Janda/Duda,Pensiunan
764070162,Thailand,1.0,2.0,2.0,2.0,10,5.0,5.0,5.0,1976.0,41.0,5.0,Perempuan,Menikah,Wiraswasta
764070163,Thailand,1.0,2.0,2.0,1.0,2,3.0,3.0,5.0,1963.0,54.0,5.0,Perempuan,Menikah,Wiraswasta
764070164,Thailand,1.0,2.0,2.0,2.0,8,3.0,3.0,7.0,1966.0,51.0,3.0,Perempuan,Menikah,Penuh waktu
764070165,Thailand,1.0,2.0,2.0,2.0,9,7.0,7.0,5.0,1955.0,62.0,3.0,Perempuan,Bercerai,Pensiunan
764070166,Thailand,1.0,2.0,2.0,2.0,9,8.0,5.0,6.0,1976.0,41.0,3.0,Laki-laki,Menikah,Wiraswasta
764070167,Thailand,1.0,2.0,2.0,2.0,10,3.0,4.0,7.0,1993.0,24.0,5.0,Perempuan,Lajang,Wiraswasta
764070168,Thailand,1.0,2.0,2.0,2.0,8,7.0,4.0,6.0,1961.0,56.0,10.0,Perempuan,Menikah,Wiraswasta
764070169,Thailand,1.0,2.0,2.0,2.0,8,7.0,6.0,8.0,1977.0,40.0,4.0,Laki-laki,Menikah,Penuh waktu
764070170,Thailand,1.0,2.0,2.0,2.0,4,4.0,4.0,6.0,1967.0,50.0,5.0,Perempuan,Menikah,Ibu rumah tangga
764070171,Thailand,2.0,3.0,2.0,3.0,7,10.0,8.0,7.0,1955.0,62.0,3.0,Laki-laki,Menikah,Wiraswasta
764070172,Thailand,2.0,3.0,3.0,1.0,8,5.0,3.0,6.0,1959.0,58.0,5.0,Perempuan,Menikah,Wiraswasta
764070173,Thailand,1.0,2.0,2.0,3.0,8,3.0,3.0,5.0,1960.0,57.0,7.0,Perempuan,Menikah,Tidak bekerja
764070174,Thailand,1.0,2.0,3.0,2.0,4,4.0,4.0,7.0,1980.0,37.0,10.0,Laki-laki,Menikah,Wiraswasta
764070175,Thailand,1.0,1.0,2.0,2.0,7,7.0,7.0,5.0,1995.0,22.0,3.0,Laki-laki,Lajang,Wiraswasta
764070176,Thailand,1.0,2.0,2.0,2.0,5,7.0,5.0,5.0,1953.0,64.0,3.0,Laki-laki,Menikah,Wiraswasta
764070177,Thailand,1.0,3.0,2.0,2.0,5,6.0,4.0,5.0,1950.0,67.0,3.0,Laki-laki,Menikah,Pensiunan
764070178,Thailand,1.0,2.0,3.0,1.0,7,7.0,7.0,6.0,1964.0,53.0,4.0,Laki-laki,Menikah,Wiraswasta
764070179,Thailand,1.0,2.0,2.0,1.0,8,8.0,7.0,6.0,1958.0,59.0,3.0,Perempuan,Menikah,Wiraswasta
764070180,Thailand,1.0,2.0,2.0,1.0,9,8.0,9.0,6.0,1980.0,37.0,5.0,Laki-laki,Menikah,Penuh waktu
764070181,Thailand,1.0,2.0,2.0,2.0,8,6.0,6.0,5.0,1995.0,22.0,1.0,Laki-laki,Lajang,Pelajar/Mahasiswa
764070182,Thailand,1.0,2.0,2.0,2.0,4,7.0,5.0,5.0,1965.0,52.0,4.0,Perempuan,Lajang,Wiraswasta
764070183,Thailand,1.0,2.0,1.0,1.0,7,6.0,6.0,6.0,1981.0,36.0,1.0,Perempuan,Menikah,Wiraswasta
764070184,Thailand,1.0,2.0,1.0,1.0,6,5.0,1.0,4.0,1989.0,28.0,4.0,Perempuan,Bercerai,Paruh waktu
764070185,Thailand,1.0,1.0,2.0,1.0,5,8.0,7.0,10.0,1984.0,33.0,7.0,Laki-laki,Menikah,Paruh waktu
764070186,Thailand,1.0,3.0,4.0,1.0,5,8.0,2.0,-1.0,1972.0,45.0,5.0,Laki-laki,Menikah,Wiraswasta
764070187,Thailand,1.0,1.0,1.0,1.0,5,5.0,5.0,5.0,1985.0,32.0,3.0,Perempuan,Menikah,Tidak bekerja
764070188,Thailand,1.0,1.0,2.0,1.0,10,10.0,5.0,10.0,1981.0,36.0,3.0,Perempuan,Menikah,Wiraswasta
764070189,Thailand,1.0,2.0,1.0,1.0,5,8.0,7.0,10.0,1975.0,42.0,3.0,Perempuan,Menikah,Wiraswasta
764070190,Thailand,1.0,1.0,1.0,1.0,5,7.0,7.0,10.0,1958.0,59.0,,Perempuan,Kohabitasi,Paruh waktu
764070191,Thailand,1.0,2.0,1.0,1.0,6,7.0,5.0,-1.0,1976.0,41.0,5.0,Laki-laki,Menikah,Wiraswasta
764070192,Thailand,1.0,2.0,4.0,1.0,2,1.0,1.0,10.0,1970.0,47.0,5.0,Perempuan,Menikah,Wiraswasta
764070193,Thailand,1.0,3.0,2.0,1.0,10,10.0,1.0,10.0,1956.0,61.0,9.0,Laki-laki,Menikah,Wiraswasta
764070194,Thailand,1.0,3.0,2.0,1.0,8,9.0,3.0,-1.0,1946.0,71.0,4.0,Laki-laki,Menikah,Wiraswasta
764070195,Thailand,1.0,2.0,2.0,2.0,5,5.0,5.0,10.0,1957.0,60.0,9.0,Perempuan,Menikah,Ibu rumah tangga
764070196,Thailand,1.0,1.0,2.0,1.0,7,8.0,6.0,10.0,1973.0,44.0,5.0,Laki-laki,Menikah,Paruh waktu
764070197,Thailand,1.0,2.0,1.0,1.0,5,10.0,10.0,10.0,1957.0,60.0,8.0,Perempuan,Menikah,Wiraswasta
764070198,Thailand,1.0,2.0,4.0,3.0,8,5.0,5.0,5.0,1951.0,66.0,5.0,Perempuan,Bercerai,Tidak bekerja
