negara,id_responden,pentingnya_keluarga,pentingnya_teman,pentingnya_waktu_luang,pentingnya_pekerjaan,kebebasan_memilih,kepuasan_hidup,kepuasan_finansial,religiusitas,skala_politik,jenis_kelamin,tahun_lahir,usia,status_pernikahan,status_pekerjaan
Singapura,702070586,3.0,3.0,2.0,3.0,6.0,6.0,4.0,2.0,6.0,Laki-laki,1990.0,29.0,Lajang,Penuh waktu
Singapura,702070587,1.0,2.0,2.0,2.0,8.0,9.0,7.0,,,Laki-laki,1990.0,29.0,Lajang,Penuh waktu
Singapura,702070588,1.0,2.0,1.0,3.0,,8.0,10.0,10.0,8.0,Perempuan,1958.0,62.0,Janda/Duda,Pensiunan
Singapura,702070589,1.0,2.0,2.0,2.0,6.0,6.0,6.0,9.0,,Perempuan,1956.0,64.0,Menikah,Pensiunan
Singapura,702070590,1.0,1.0,2.0,2.0,8.0,7.0,7.0,9.0,3.0,Perempuan,1996.0,24.0,Lajang,Pelajar/Mahasiswa
Singapura,702070591,1.0,2.0,2.0,2.0,8.0,7.0,8.0,9.0,8.0,Laki-laki,1997.0,22.0,Lajang,Pelajar/Mahasiswa
Singapura,702070592,2.0,2.0,2.0,2.0,10.0,10.0,10.0,5.0,7.0,Laki-laki,1988.0,31.0,Lajang,Penuh waktu
Singapura,702070593,1.0,1.0,2.0,1.0,6.0,8.0,7.0,3.0,8.0,Laki-laki,1952.0,67.0,Menikah,Pensiunan
Singapura,702070594,1.0,2.0,2.0,2.0,8.0,8.0,8.0,8.0,5.0,Perempuan,1961.0,58.0,Menikah,Paruh waktu
Singapura,702070595,1.0,1.0,1.0,4.0,6.0,8.0,9.0,8.0,8.0,Perempuan,1964.0,56.0,Menikah,Ibu rumah tangga
Singapura,702070596,1.0,2.0,2.0,2.0,7.0,6.0,7.0,9.0,4.0,Perempuan,1949.0,71.0,Menikah,Paruh waktu
Singapura,702070597,1.0,2.0,2.0,3.0,8.0,8.0,8.0,6.0,5.0,Perempuan,1961.0,58.0,Menikah,Ibu rumah tangga
Singapura,702070598,1.0,1.0,1.0,2.0,8.0,8.0,8.0,9.0,6.0,Laki-laki,1959.0,61.0,Menikah,Penuh waktu
Singapura,702070599,1.0,2.0,2.0,2.0,10.0,8.0,8.0,6.0,5.0,Perempuan,1977.0,42.0,Menikah,Penuh waktu
Singapura,702070600,1.0,1.0,2.0,3.0,7.0,7.0,6.0,9.0,5.0,Perempuan,1949.0,70.0,Menikah,Ibu rumah tangga
Singapura,702070601,1.0,2.0,1.0,3.0,7.0,7.0,4.0,2.0,6.0,Laki-laki,1965.0,54.0,Menikah,Wiraswasta
Singapura,702070602,1.0,1.0,1.0,3.0,8.0,8.0,8.0,7.0,5.0,Perempuan,1942.0,77.0,Menikah,Pensiunan
Singapura,702070603,1.0,2.0,3.0,1.0,7.0,8.0,7.0,3.0,5.0,Perempuan,1977.0,42.0,Menikah,Penuh waktu
Singapura,702070604,1.0,2.0,2.0,2.0,5.0,5.0,5.0,9.0,,Perempuan,1991.0,29.0,Menikah,Penuh waktu
Singapura,702070605,1.0,1.0,1.0,3.0,8.0,8.0,8.0,8.0,7.0,Perempuan,1961.0,58.0,Menikah,Pensiunan
Singapura,702070606,1.0,2.0,3.0,4.0,10.0,9.0,10.0,10.0,10.0,Laki-laki,1947.0,73.0,Menikah,Wiraswasta
Singapura,702070607,1.0,2.0,2.0,2.0,4.0,7.0,6.0,7.0,5.0,Perempuan,1944.0,76.0,Menikah,Wiraswasta
Singapura,702070608,1.0,1.0,2.0,3.0,9.0,9.0,9.0,9.0,8.0,Laki-laki,1953.0,67.0,Menikah,Pensiunan
Singapura,702070609,1.0,1.0,1.0,2.0,7.0,7.0,7.0,3.0,5.0,Perempuan,1978.0,41.0,Lajang,Penuh waktu
Singapura,702070610,1.0,2.0,2.0,1.0,7.0,7.0,4.0,4.0,,Laki-laki,1962.0,58.0,Menikah,Penuh waktu
Singapura,702070611,1.0,2.0,2.0,2.0,10.0,7.0,5.0,10.0,2.0,Perempuan,1980.0,40.0,Menikah,Penuh waktu
Singapura,702070612,1.0,1.0,2.0,2.0,10.0,10.0,10.0,7.0,5.0,Perempuan,1968.0,52.0,Menikah,Wiraswasta
Singapura,702070613,1.0,1.0,1.0,2.0,10.0,7.0,4.0,6.0,10.0,Perempuan,1953.0,66.0,Lajang,Penuh waktu
Singapura,702070614,1.0,2.0,2.0,1.0,8.0,8.0,8.0,7.0,5.0,Laki-laki,1981.0,38.0,Menikah,Penuh waktu
Singapura,702070615,1.0,1.0,1.0,2.0,8.0,7.0,9.0,,,Perempuan,1982.0,38.0,Lajang,Penuh waktu
Singapura,702070616,1.0,2.0,2.0,2.0,4.0,4.0,5.0,9.0,5.0,Laki-laki,1953.0,66.0,Menikah,Pensiunan
Singapura,702070617,1.0,1.0,1.0,3.0,8.0,8.0,7.0,8.0,4.0,Laki-laki,1964.0,55.0,Menikah,Penuh waktu
Singapura,702070618,1.0,1.0,1.0,1.0,4.0,5.0,3.0,7.0,3.0,Laki-laki,1968.0,51.0,Menikah,Penuh waktu
Singapura,702070619,1.0,1.0,1.0,2.0,3.0,5.0,3.0,8.0,-2.0,Perempuan,1973.0,47.0,Menikah,Ibu rumah tangga
Singapura,702070620,1.0,1.0,1.0,1.0,10.0,9.0,8.0,1.0,7.0,Laki-laki,1960.0,59.0,Menikah,Wiraswasta
Singapura,702070621,1.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,,Laki-laki,1990.0,30.0,Lajang,Wiraswasta
Singapura,702070622,1.0,2.0,2.0,1.0,10.0,7.0,7.0,3.0,5.0,Laki-laki,1989.0,30.0,Lajang,Penuh waktu
Singapura,702070623,1.0,3.0,1.0,4.0,8.0,8.0,8.0,5.0,6.0,Perempuan,1976.0,43.0,Menikah,Ibu rumah tangga
Singapura,702070624,1.0,1.0,2.0,1.0,8.0,8.0,7.0,3.0,,Laki-laki,1982.0,37.0,Menikah,Penuh waktu
Singapura,702070625,1.0,1.0,2.0,2.0,7.0,6.0,7.0,5.0,5.0,Laki-laki,1992.0,27.0,Lajang,Tidak bekerja
Singapura,702070626,1.0,1.0,2.0,2.0,5.0,6.0,6.0,10.0,4.0,Perempuan,1959.0,60.0,Menikah,Ibu rumah tangga
Singapura,702070627,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,6.0,Perempuan,1981.0,38.0,Menikah,Ibu rumah tangga
Singapura,702070628,1.0,1.0,1.0,2.0,7.0,7.0,4.0,5.0,6.0,Laki-laki,1993.0,26.0,Lajang,Tidak bekerja
Singapura,702070629,1.0,1.0,1.0,1.0,3.0,2.0,1.0,9.0,5.0,Perempuan,1993.0,26.0,Lajang,Penuh waktu
Singapura,702070630,1.0,2.0,2.0,2.0,8.0,8.0,8.0,7.0,4.0,Laki-laki,1970.0,49.0,Menikah,Penuh waktu
Singapura,702070631,1.0,1.0,1.0,1.0,5.0,4.0,6.0,7.0,5.0,Perempuan,1972.0,47.0,Menikah,Penuh waktu
Singapura,702070632,1.0,1.0,1.0,1.0,5.0,4.0,5.0,4.0,6.0,Perempuan,1972.0,47.0,Menikah,Penuh waktu
Singapura,702070633,1.0,1.0,1.0,1.0,5.0,5.0,6.0,9.0,6.0,Laki-laki,1954.0,65.0,Menikah,Penuh waktu
Singapura,702070634,1.0,2.0,2.0,3.0,5.0,6.0,5.0,3.0,6.0,Laki-laki,1957.0,62.0,Lajang,Pensiunan
Singapura,702070635,1.0,2.0,2.0,4.0,5.0,7.0,6.0,10.0,5.0,Perempuan,1955.0,64.0,Menikah,Ibu rumah tangga
Singapura,702070636,1.0,2.0,2.0,1.0,8.0,8.0,7.0,5.0,4.0,Perempuan,1984.0,35.0,Kohabitasi,Penuh waktu
Singapura,702070637,1.0,2.0,2.0,1.0,7.0,8.0,8.0,8.0,5.0,Laki-laki,1965.0,54.0,Menikah,Penuh waktu
Singapura,702070638,1.0,2.0,1.0,4.0,8.0,7.0,7.0,6.0,,Laki-laki,1953.0,66.0,Menikah,Tidak bekerja
Singapura,702070639,1.0,1.0,4.0,4.0,6.0,7.0,8.0,8.0,,Perempuan,1945.0,74.0,Janda/Duda,Ibu rumah tangga
Singapura,702070640,1.0,2.0,3.0,2.0,8.0,7.0,8.0,5.0,7.0,Perempuan,1988.0,31.0,Menikah,Penuh waktu
Singapura,702070641,1.0,2.0,2.0,2.0,8.0,8.0,8.0,10.0,5.0,Perempuan,1994.0,25.0,Lajang,Penuh waktu
Singapura,702070642,1.0,1.0,2.0,2.0,7.0,7.0,7.0,5.0,5.0,Perempuan,1978.0,41.0,Menikah,Penuh waktu
Singapura,702070643,1.0,3.0,1.0,4.0,6.0,7.0,7.0,7.0,6.0,Perempuan,1953.0,66.0,Janda/Duda,Ibu rumah tangga
Singapura,702070644,1.0,2.0,2.0,2.0,8.0,8.0,8.0,5.0,5.0,Laki-laki,1996.0,23.0,Lajang,Pelajar/Mahasiswa
Singapura,702070645,1.0,2.0,2.0,2.0,5.0,7.0,5.0,4.0,4.0,Perempuan,1989.0,30.0,Lajang,Penuh waktu
Singapura,702070646,1.0,2.0,2.0,2.0,7.0,7.0,7.0,9.0,7.0,Laki-laki,1969.0,50.0,Lajang,Tidak bekerja
Singapura,702070647,1.0,1.0,2.0,2.0,6.0,7.0,7.0,5.0,4.0,Laki-laki,1951.0,68.0,Menikah,Penuh waktu
Singapura,702070648,1.0,2.0,1.0,2.0,7.0,6.0,4.0,6.0,5.0,Laki-laki,1996.0,23.0,Lajang,Penuh waktu
Singapura,702070649,1.0,1.0,2.0,2.0,8.0,7.0,7.0,3.0,4.0,Perempuan,1995.0,24.0,Lajang,Penuh waktu
Singapura,702070650,1.0,2.0,2.0,2.0,8.0,7.0,6.0,3.0,6.0,Perempuan,1981.0,38.0,Bercerai,Penuh waktu
Singapura,702070651,1.0,1.0,1.0,1.0,8.0,8.0,8.0,3.0,4.0,Perempuan,1992.0,27.0,Lajang,Penuh waktu
Singapura,702070652,1.0,2.0,2.0,2.0,7.0,7.0,7.0,5.0,4.0,Laki-laki,1955.0,64.0,Menikah,Penuh waktu
Singapura,702070653,1.0,2.0,3.0,2.0,8.0,7.0,8.0,3.0,5.0,Laki-laki,1965.0,54.0,Menikah,Penuh waktu
Singapura,702070654,1.0,1.0,2.0,2.0,7.0,8.0,8.0,7.0,5.0,Perempuan,1968.0,51.0,Menikah,Penuh waktu
Singapura,702070655,1.0,2.0,3.0,2.0,7.0,7.0,7.0,3.0,3.0,Perempuan,1972.0,47.0,Menikah,Penuh waktu
Singapura,702070656,1.0,2.0,1.0,1.0,7.0,7.0,7.0,7.0,4.0,Laki-laki,1961.0,58.0,Menikah,Penuh waktu
Singapura,702070657,1.0,1.0,1.0,1.0,5.0,6.0,5.0,7.0,7.0,Laki-laki,1969.0,50.0,Menikah,Penuh waktu
Singapura,702070658,1.0,2.0,2.0,3.0,4.0,5.0,5.0,9.0,,Perempuan,1946.0,73.0,Janda/Duda,Ibu rumah tangga
Singapura,702070659,1.0,2.0,2.0,2.0,8.0,8.0,7.0,5.0,5.0,Laki-laki,1987.0,32.0,Menikah,Penuh waktu
Singapura,702070660,1.0,2.0,3.0,2.0,7.0,7.0,6.0,4.0,7.0,Laki-laki,1966.0,53.0,Menikah,Penuh waktu
Singapura,702070661,1.0,1.0,1.0,2.0,5.0,4.0,5.0,5.0,6.0,Perempuan,1954.0,65.0,Menikah,Ibu rumah tangga
Singapura,702070662,1.0,1.0,1.0,1.0,7.0,6.0,7.0,7.0,5.0,Laki-laki,1957.0,62.0,Menikah,Penuh waktu
Singapura,702070663,1.0,2.0,2.0,2.0,7.0,7.0,6.0,5.0,6.0,Laki-laki,1973.0,46.0,Menikah,Penuh waktu
Singapura,702070664,1.0,1.0,1.0,1.0,8.0,7.0,6.0,8.0,9.0,Laki-laki,1995.0,24.0,Lajang,Penuh waktu
Singapura,702070665,1.0,1.0,2.0,1.0,7.0,7.0,6.0,10.0,4.0,Laki-laki,1948.0,71.0,Janda/Duda,Pensiunan
Singapura,702070666,1.0,2.0,2.0,2.0,8.0,7.0,7.0,5.0,6.0,Laki-laki,1985.0,34.0,Menikah,Penuh waktu
Singapura,702070667,1.0,1.0,1.0,1.0,6.0,6.0,6.0,5.0,6.0,Perempuan,1953.0,66.0,Menikah,Paruh waktu
Singapura,702070668,1.0,2.0,3.0,1.0,3.0,4.0,4.0,7.0,6.0,Laki-laki,1948.0,71.0,Lajang,Pensiunan
Singapura,702070669,1.0,1.0,2.0,2.0,4.0,5.0,3.0,3.0,2.0,Laki-laki,1998.0,21.0,Lajang,Penuh waktu
Singapura,702070670,1.0,1.0,1.0,2.0,7.0,9.0,10.0,3.0,3.0,Laki-laki,1998.0,21.0,Lajang,Pelajar/Mahasiswa
Singapura,702070671,2.0,2.0,3.0,1.0,3.0,2.0,3.0,7.0,,Laki-laki,1997.0,22.0,Lajang,Pelajar/Mahasiswa
Singapura,702070672,1.0,1.0,2.0,2.0,7.0,7.0,7.0,3.0,4.0,Perempuan,1978.0,41.0,Menikah,Penuh waktu
Singapura,702070673,1.0,1.0,2.0,4.0,4.0,6.0,6.0,7.0,,Perempuan,1935.0,84.0,Janda/Duda,Ibu rumah tangga
Singapura,702070674,1.0,1.0,2.0,2.0,5.0,6.0,7.0,4.0,8.0,Laki-laki,1978.0,41.0,Menikah,Penuh waktu
Singapura,702070675,1.0,1.0,3.0,3.0,6.0,5.0,5.0,4.0,5.0,Laki-laki,1953.0,66.0,Menikah,Pensiunan
Singapura,702070676,2.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,8.0,Perempuan,1963.0,56.0,Menikah,Penuh waktu
Singapura,702070677,1.0,1.0,2.0,4.0,7.0,7.0,7.0,3.0,4.0,Laki-laki,1950.0,69.0,Menikah,Pensiunan
Singapura,702070678,1.0,2.0,2.0,2.0,5.0,6.0,5.0,10.0,2.0,Perempuan,1956.0,63.0,Menikah,Penuh waktu
Singapura,702070679,1.0,3.0,2.0,2.0,8.0,8.0,8.0,7.0,4.0,Laki-laki,1973.0,46.0,Menikah,Penuh waktu
Singapura,702070680,1.0,3.0,2.0,3.0,8.0,8.0,7.0,9.0,5.0,Laki-laki,1983.0,36.0,Menikah,Penuh waktu
Singapura,702070681,1.0,2.0,2.0,2.0,7.0,7.0,7.0,7.0,5.0,Laki-laki,1990.0,29.0,Menikah,Penuh waktu
Singapura,702070682,1.0,2.0,2.0,2.0,8.0,8.0,7.0,6.0,8.0,Perempuan,1964.0,55.0,Menikah,Penuh waktu
Singapura,702070683,1.0,2.0,2.0,2.0,8.0,7.0,7.0,10.0,8.0,Laki-laki,1958.0,61.0,Menikah,Penuh waktu
Singapura,702070684,1.0,1.0,1.0,2.0,7.0,7.0,7.0,6.0,-2.0,Laki-laki,1980.0,39.0,Lajang,Penuh waktu
Singapura,702070685,1.0,1.0,1.0,1.0,10.0,9.0,7.0,7.0,9.0,Laki-laki,1992.0,27.0,Menikah,Penuh waktu
Singapura,702070686,1.0,1.0,1.0,2.0,8.0,7.0,6.0,5.0,5.0,Perempuan,1998.0,21.0,Lajang,Pelajar/Mahasiswa
Singapura,702070687,1.0,2.0,2.0,2.0,8.0,8.0,7.0,10.0,5.0,Perempuan,1949.0,70.0,Janda/Duda,Pensiunan
Singapura,702070688,1.0,1.0,1.0,2.0,4.0,6.0,9.0,10.0,3.0,Perempuan,1995.0,24.0,Lajang,Penuh waktu
Singapura,702070689,1.0,2.0,2.0,2.0,10.0,8.0,8.0,6.0,5.0,Perempuan,1958.0,61.0,Menikah,Pensiunan
Singapura,702070690,1.0,1.0,2.0,1.0,6.0,7.0,6.0,4.0,5.0,Laki-laki,1962.0,57.0,Menikah,Penuh waktu
Singapura,702070691,1.0,2.0,1.0,1.0,7.0,8.0,6.0,8.0,7.0,Laki-laki,1985.0,34.0,Menikah,Penuh waktu
Singapura,702070692,1.0,2.0,1.0,1.0,8.0,7.0,7.0,5.0,7.0,Laki-laki,1958.0,62.0,Menikah,Penuh waktu
Singapura,702070693,1.0,1.0,1.0,2.0,8.0,7.0,7.0,1.0,5.0,Perempuan,1966.0,53.0,Menikah,Penuh waktu
Singapura,702070694,1.0,2.0,2.0,2.0,7.0,8.0,7.0,7.0,5.0,Perempuan,1982.0,37.0,Menikah,Penuh waktu
Singapura,702070695,2.0,2.0,2.0,1.0,5.0,5.0,3.0,4.0,1.0,Laki-laki,1985.0,34.0,Lajang,Penuh waktu
Singapura,702070696,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,7.0,Laki-laki,1956.0,63.0,Menikah,Penuh waktu
Singapura,702070697,1.0,2.0,2.0,1.0,7.0,8.0,6.0,7.0,,Perempuan,1961.0,59.0,Bercerai,Penuh waktu
Singapura,702070698,1.0,1.0,2.0,4.0,5.0,9.0,10.0,9.0,3.0,Perempuan,1957.0,63.0,Menikah,Wiraswasta
Singapura,702070699,1.0,2.0,2.0,1.0,6.0,7.0,7.0,6.0,6.0,Perempuan,1968.0,51.0,Lajang,Penuh waktu
Singapura,702070700,1.0,2.0,1.0,2.0,8.0,9.0,9.0,9.0,5.0,Laki-laki,1971.0,48.0,Menikah,Penuh waktu
Singapura,702070701,1.0,1.0,3.0,1.0,7.0,7.0,5.0,4.0,5.0,Laki-laki,1976.0,43.0,Menikah,Penuh waktu
Singapura,702070702,1.0,2.0,2.0,2.0,10.0,10.0,10.0,6.0,8.0,Perempuan,1975.0,45.0,Menikah,Ibu rumah tangga
Singapura,702070703,1.0,1.0,3.0,4.0,7.0,7.0,8.0,4.0,5.0,Perempuan,1960.0,59.0,Menikah,Ibu rumah tangga
Singapura,702070704,1.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,,Laki-laki,1990.0,30.0,Lajang,Penuh waktu
Singapura,702070705,1.0,1.0,2.0,1.0,5.0,7.0,7.0,4.0,7.0,Laki-laki,1948.0,71.0,Menikah,Pensiunan
Singapura,702070706,1.0,1.0,2.0,2.0,6.0,8.0,8.0,9.0,3.0,Laki-laki,1994.0,26.0,Lajang,Penuh waktu
Singapura,702070707,1.0,1.0,1.0,2.0,8.0,8.0,7.0,5.0,8.0,Laki-laki,1984.0,36.0,Lajang,Penuh waktu
Singapura,702070708,2.0,2.0,2.0,3.0,6.0,8.0,7.0,4.0,5.0,Perempuan,1980.0,40.0,Menikah,Ibu rumah tangga
Singapura,702070709,1.0,2.0,2.0,1.0,5.0,9.0,8.0,6.0,8.0,Perempuan,1956.0,64.0,Lajang,Penuh waktu
Singapura,702070710,1.0,1.0,1.0,1.0,7.0,7.0,6.0,8.0,5.0,Laki-laki,1981.0,38.0,Menikah,Penuh waktu
Singapura,702070711,1.0,2.0,3.0,3.0,8.0,7.0,7.0,9.0,8.0,Perempuan,1954.0,65.0,Menikah,Paruh waktu
Singapura,702070712,1.0,1.0,1.0,2.0,8.0,7.0,6.0,4.0,1.0,Laki-laki,1997.0,22.0,Lajang,Penuh waktu
Singapura,702070713,1.0,2.0,2.0,1.0,3.0,1.0,1.0,8.0,3.0,Perempuan,1977.0,43.0,Menikah,Tidak bekerja
Singapura,702070714,1.0,1.0,1.0,2.0,8.0,8.0,8.0,4.0,3.0,Perempuan,1991.0,29.0,Lajang,Penuh waktu
Singapura,702070715,1.0,3.0,2.0,1.0,10.0,7.0,5.0,6.0,4.0,Laki-laki,1958.0,61.0,Menikah,Pensiunan
Singapura,702070716,1.0,1.0,2.0,2.0,5.0,3.0,8.0,4.0,4.0,Laki-laki,1994.0,25.0,Lajang,Penuh waktu
Singapura,702070717,1.0,1.0,2.0,4.0,7.0,7.0,7.0,7.0,5.0,Laki-laki,1951.0,68.0,Menikah,Penuh waktu
Singapura,702070718,1.0,1.0,1.0,1.0,8.0,7.0,7.0,10.0,4.0,Perempuan,1975.0,44.0,Menikah,Penuh waktu
Singapura,702070719,1.0,2.0,2.0,2.0,8.0,8.0,8.0,9.0,3.0,Perempuan,1988.0,31.0,Menikah,Penuh waktu
Singapura,702070720,1.0,2.0,2.0,4.0,7.0,7.0,6.0,10.0,,Perempuan,1949.0,70.0,Lajang,Ibu rumah tangga
Singapura,702070721,1.0,1.0,1.0,2.0,6.0,7.0,6.0,9.0,7.0,Perempuan,1960.0,59.0,Menikah,Penuh waktu
Singapura,702070722,1.0,1.0,1.0,2.0,8.0,8.0,7.0,1.0,6.0,Perempuan,1992.0,27.0,Lajang,Penuh waktu
Singapura,702070723,1.0,1.0,2.0,4.0,6.0,6.0,5.0,10.0,4.0,Laki-laki,1945.0,74.0,Menikah,Pensiunan
Singapura,702070724,1.0,2.0,2.0,1.0,8.0,8.0,9.0,7.0,5.0,Laki-laki,1985.0,35.0,Menikah,Penuh waktu
Singapura,702070725,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,3.0,Laki-laki,1984.0,35.0,Lajang,Penuh waktu
Singapura,702070726,1.0,1.0,2.0,3.0,6.0,7.0,7.0,10.0,3.0,Perempuan,1959.0,60.0,Janda/Duda,Ibu rumah tangga
Singapura,702070727,1.0,2.0,2.0,2.0,10.0,5.0,5.0,7.0,8.0,Laki-laki,1964.0,55.0,Lajang,Paruh waktu
Singapura,702070728,1.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,2.0,Laki-laki,1956.0,63.0,Menikah,Pensiunan
Singapura,702070729,2.0,2.0,2.0,3.0,8.0,7.0,7.0,4.0,5.0,Laki-laki,1958.0,62.0,Menikah,Paruh waktu
Singapura,702070730,1.0,3.0,3.0,2.0,10.0,1.0,1.0,7.0,1.0,Laki-laki,1978.0,41.0,Lajang,Penuh waktu
Singapura,702070731,1.0,2.0,3.0,2.0,7.0,7.0,6.0,9.0,4.0,Laki-laki,1982.0,37.0,Lajang,Penuh waktu
Singapura,702070732,1.0,2.0,1.0,3.0,10.0,6.0,6.0,9.0,8.0,Perempuan,1955.0,64.0,Bercerai,Pensiunan
Singapura,702070733,1.0,1.0,1.0,2.0,6.0,7.0,7.0,1.0,3.0,Laki-laki,1981.0,39.0,Lajang,Wiraswasta
Singapura,702070734,1.0,1.0,1.0,1.0,6.0,6.0,5.0,9.0,9.0,Laki-laki,1953.0,67.0,Menikah,Paruh waktu
Singapura,702070735,1.0,2.0,2.0,1.0,6.0,4.0,8.0,10.0,4.0,Laki-laki,1999.0,21.0,Lajang,Paruh waktu
Singapura,702070736,1.0,2.0,2.0,1.0,7.0,8.0,7.0,3.0,4.0,Laki-laki,1960.0,59.0,Kohabitasi,Paruh waktu
Singapura,702070737,1.0,2.0,2.0,3.0,7.0,9.0,5.0,3.0,4.0,Perempuan,1996.0,23.0,Lajang,Pelajar/Mahasiswa
Singapura,702070738,1.0,1.0,2.0,1.0,10.0,9.0,9.0,10.0,5.0,Laki-laki,1951.0,68.0,Menikah,Pensiunan
Singapura,702070739,1.0,1.0,1.0,1.0,9.0,10.0,10.0,9.0,10.0,Laki-laki,1953.0,66.0,Kohabitasi,Pensiunan
Singapura,702070740,1.0,2.0,2.0,3.0,5.0,6.0,5.0,4.0,5.0,Perempuan,1977.0,42.0,Lajang,Penuh waktu
Singapura,702070741,1.0,3.0,2.0,1.0,5.0,5.0,3.0,8.0,5.0,Perempuan,1960.0,59.0,Kohabitasi,Ibu rumah tangga
Singapura,702070742,1.0,2.0,2.0,2.0,7.0,7.0,8.0,5.0,6.0,Perempuan,1967.0,53.0,Lajang,Penuh waktu
Singapura,702070743,1.0,3.0,2.0,1.0,8.0,9.0,7.0,10.0,4.0,Perempuan,1979.0,40.0,Menikah,Penuh waktu
Singapura,702070744,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,Laki-laki,1990.0,29.0,Menikah,Wiraswasta
Singapura,702070745,1.0,2.0,2.0,2.0,5.0,7.0,7.0,8.0,10.0,Perempuan,1949.0,70.0,Janda/Duda,Paruh waktu
Singapura,702070746,1.0,1.0,3.0,2.0,10.0,10.0,8.0,3.0,1.0,Laki-laki,1949.0,70.0,Bercerai,Penuh waktu
Singapura,702070747,1.0,1.0,1.0,1.0,8.0,9.0,8.0,9.0,5.0,Perempuan,1959.0,61.0,Menikah,Penuh waktu
Singapura,702070748,2.0,2.0,2.0,3.0,7.0,7.0,6.0,3.0,5.0,Perempuan,1979.0,40.0,Lajang,Paruh waktu
Singapura,702070749,1.0,2.0,3.0,4.0,7.0,7.0,7.0,8.0,,Perempuan,1953.0,66.0,Menikah,Ibu rumah tangga
Singapura,702070750,1.0,1.0,1.0,3.0,7.0,6.0,5.0,9.0,,Perempuan,1948.0,71.0,Menikah,Ibu rumah tangga
Singapura,702070751,1.0,1.0,2.0,2.0,9.0,10.0,10.0,1.0,5.0,Laki-laki,1955.0,64.0,Menikah,Paruh waktu
Singapura,702070752,1.0,2.0,2.0,1.0,8.0,9.0,7.0,10.0,8.0,Perempuan,1969.0,50.0,Menikah,Penuh waktu
Singapura,702070753,1.0,2.0,2.0,2.0,8.0,8.0,7.0,10.0,8.0,Perempuan,1964.0,55.0,Menikah,Paruh waktu
Singapura,702070754,1.0,1.0,2.0,2.0,7.0,6.0,6.0,9.0,3.0,Perempuan,1964.0,55.0,Janda/Duda,Paruh waktu
Singapura,702070755,1.0,2.0,2.0,2.0,7.0,6.0,5.0,3.0,5.0,Laki-laki,1959.0,60.0,Menikah,Pensiunan
Singapura,702070756,2.0,1.0,1.0,2.0,7.0,3.0,5.0,6.0,3.0,Laki-laki,1995.0,24.0,Lajang,Paruh waktu
Singapura,702070757,1.0,3.0,1.0,1.0,7.0,8.0,6.0,,5.0,Perempuan,1974.0,45.0,Menikah,Penuh waktu
Singapura,702070758,1.0,1.0,1.0,1.0,7.0,7.0,7.0,9.0,8.0,Perempuan,1992.0,27.0,Menikah,Ibu rumah tangga
Singapura,702070759,1.0,1.0,1.0,2.0,8.0,8.0,9.0,7.0,9.0,Perempuan,1984.0,35.0,Menikah,Penuh waktu
Singapura,702070760,1.0,3.0,2.0,1.0,5.0,6.0,6.0,10.0,3.0,Laki-laki,1993.0,26.0,Lajang,Tidak bekerja
Singapura,702070761,1.0,2.0,2.0,1.0,8.0,7.0,8.0,3.0,6.0,Laki-laki,1944.0,75.0,Janda/Duda,Pensiunan
Singapura,702070762,1.0,2.0,2.0,1.0,7.0,10.0,8.0,5.0,10.0,Laki-laki,1962.0,57.0,Lajang,Tidak bekerja
Singapura,702070763,1.0,1.0,1.0,2.0,7.0,6.0,7.0,9.0,3.0,Perempuan,1952.0,67.0,Menikah,Pensiunan
Singapura,702070764,1.0,2.0,3.0,1.0,7.0,8.0,7.0,8.0,6.0,Laki-laki,1984.0,35.0,Menikah,Penuh waktu
Singapura,702070765,1.0,1.0,3.0,1.0,8.0,8.0,8.0,4.0,5.0,Laki-laki,1978.0,41.0,Menikah,Penuh waktu
Singapura,702070766,1.0,2.0,2.0,2.0,7.0,7.0,7.0,8.0,4.0,Laki-laki,1983.0,36.0,Menikah,Penuh waktu
Singapura,702070767,1.0,2.0,2.0,2.0,7.0,6.0,7.0,6.0,5.0,Laki-laki,1956.0,63.0,Menikah,Penuh waktu
Singapura,702070768,1.0,2.0,2.0,3.0,7.0,7.0,6.0,10.0,5.0,Perempuan,1965.0,54.0,Menikah,Penuh waktu
Singapura,702070769,1.0,2.0,1.0,1.0,7.0,7.0,7.0,8.0,7.0,Perempuan,1970.0,49.0,Menikah,Penuh waktu
Singapura,702070770,1.0,1.0,2.0,3.0,7.0,6.0,4.0,1.0,5.0,Laki-laki,1990.0,29.0,Lajang,Penuh waktu
Singapura,702070771,1.0,2.0,2.0,2.0,6.0,7.0,7.0,9.0,,Laki-laki,1987.0,32.0,Menikah,Penuh waktu
Singapura,702070772,1.0,2.0,2.0,4.0,7.0,7.0,6.0,8.0,9.0,Laki-laki,1946.0,73.0,Janda/Duda,Paruh waktu
