id_responden,negara,jenis_kelamin,tahun_lahir,usia,kepuasan_hidup,pentingnya_pekerjaan,kepuasan_finansial,kebebasan_memilih,religiusitas,skala_politik,status_pernikahan,status_pekerjaan,kelompok_usia
702070636,Singapura,Perempuan,1984,35,8,1,7,8,5,4,Kohabitasi,Penuh waktu,29-44
702070724,Singapura,Laki-laki,1985,35,8,1,9,8,7,5,Menikah,Penuh waktu,29-44
702070725,Singapura,Laki-laki,1984,35,5,1,3,4,2,3,Lajang,Penuh waktu,29-44
702070759,Singapura,Perempuan,1984,35,8,2,9,8,7,9,Menikah,Penuh waktu,29-44
702070764,Singapura,Laki-laki,1984,35,8,1,7,7,8,6,Menikah,Penuh waktu,29-44
702070799,Singapura,Laki-laki,1984,35,8,1,7,8,7,6,Menikah,Penuh waktu,29-44
702070903,Singapura,Perempuan,1984,35,8,2,6,8,5,3,Menikah,Penuh waktu,29-44
702070918,Singapura,Perempuan,1984,35,7,2,7,7,4,1,Menikah,Penuh waktu,29-44
702070973,Singapura,Laki-laki,1985,35,9,2,8,8,1,2,Lajang,Penuh waktu,29-44
702071001,Singapura,Laki-laki,1985,35,8,1,7,6,4,4,Menikah,Penuh waktu,29-44
702071008,Singapura,Laki-laki,1985,35,8,1,8,10,2,6,Menikah,Wiraswasta,29-44
702071036,Singapura,Perempuan,1984,35,10,2,8,8,10,5,Menikah,Penuh waktu,29-44
702071054,Singapura,Laki-laki,1984,35,6,1,7,4,7,5,Menikah,Penuh waktu,29-44
702071067,Singapura,Perempuan,1984,35,8,2,8,9,10,5,Menikah,Wiraswasta,29-44
702071072,Singapura,Laki-laki,1984,35,10,1,6,6,7,5,Menikah,Penuh waktu,29-44
702071081,Singapura,Perempuan,1984,35,7,2,7,10,10,5,Menikah,Ibu rumah tangga,29-44
702071197,Singapura,Perempuan,1984,35,7,3,8,9,8,3,Menikah,Penuh waktu,29-44
702071203,Singapura,Laki-laki,1984,35,7,2,5,8,9,5,Menikah,Penuh waktu,29-44
702071206,Singapura,Perempuan,1984,35,6,2,6,6,8,2,Lajang,Penuh waktu,29-44
702071453,Singapura,Perempuan,1984,35,5,2,5,5,8,5,Menikah,Penuh waktu,29-44
702071473,Singapura,Laki-laki,1985,35,6,1,6,6,9,7,Menikah,Penuh waktu,29-44
702071657,Singapura,Perempuan,1984,35,7,2,7,7,9,3,Menikah,Penuh waktu,29-44
702071716,Singapura,Perempuan,1985,35,6,1,5,5,7,5,Menikah,Ibu rumah tangga,29-44
702071804,Singapura,Perempuan,1985,35,7,1,7,8,8,5,Menikah,Penuh waktu,29-44
702071860,Singapura,Perempuan,1985,35,5,3,4,7,4,5,Bercerai,Penuh waktu,29-44
702071948,Singapura,Perempuan,1985,35,8,2,10,7,4,8,Menikah,Penuh waktu,29-44
702071950,Singapura,Perempuan,1985,35,7,2,7,7,9,5,Menikah,Penuh waktu,29-44
124070011,Kanada,Perempuan,1985,34,6,2,5,7,7,5,Menikah,Tidak bekerja,29-44
124070019,Kanada,Laki-laki,1986,34,7,3,8,6,7,8,Kohabitasi,Wiraswasta,29-44
124070037,Kanada,Perempuan,1986,34,4,3,4,5,8,6,Lajang,Pelajar/Mahasiswa,29-44
124070164,Kanada,Perempuan,1986,34,7,1,7,7,3,7,Menikah,Penuh waktu,29-44
124070174,Kanada,Perempuan,1986,34,7,1,6,9,3,4,Menikah,Penuh waktu,29-44
124070190,Kanada,Perempuan,1986,34,10,1,7,10,5,6,Menikah,Penuh waktu,29-44
124070194,Kanada,Laki-laki,1986,34,5,1,4,4,2,5,Lajang,Tidak bekerja,29-44
124070263,Kanada,Perempuan,1986,34,1,3,1,2,3,4,Kohabitasi,Tidak bekerja,29-44
124070343,Kanada,Laki-laki,1986,34,8,2,7,9,7,9,Menikah,Penuh waktu,29-44
124070375,Kanada,Laki-laki,1986,34,8,1,6,8,8,9,Menikah,Penuh waktu,29-44
124070389,Kanada,Perempuan,1986,34,4,2,6,8,3,5,Lajang,Tidak bekerja,29-44
124070390,Kanada,Laki-laki,1986,34,9,2,7,9,1,8,Menikah,Penuh waktu,29-44
124070394,Kanada,Laki-laki,1987,34,6,1,10,8,8,7,Menikah,Penuh waktu,29-44
124070417,Kanada,Laki-laki,1985,34,9,2,7,8,7,7,Menikah,Penuh waktu,29-44
124070465,Kanada,Laki-laki,1986,34,8,3,8,9,8,8,Menikah,Penuh waktu,29-44
124070476,Kanada,Perempuan,1986,34,9,2,8,9,5,6,Menikah,Paruh waktu,29-44
124070482,Kanada,Laki-laki,1986,34,8,1,7,8,4,3,Lajang,Penuh waktu,29-44
124070558,Kanada,Laki-laki,1986,34,8,1,7,9,10,5,Menikah,Penuh waktu,29-44
124070673,Kanada,Perempuan,1986,34,7,3,8,7,3,2,Lajang,Pelajar/Mahasiswa,29-44
124070698,Kanada,Perempuan,1985,34,7,3,7,7,10,6,Menikah,Penuh waktu,29-44
124070726,Kanada,Perempuan,1986,34,7,1,7,7,2,3,Kohabitasi,Penuh waktu,29-44
124070737,Kanada,Perempuan,1986,34,8,1,5,8,3,9,Menikah,Penuh waktu,29-44
124070797,Kanada,Laki-laki,1986,34,7,1,4,7,3,5,Menikah,Penuh waktu,29-44
124070841,Kanada,Perempuan,1986,34,9,1,8,9,8,3,Menikah,Penuh waktu,29-44
124070843,Kanada,Perempuan,1986,34,7,1,8,8,1,2,Kohabitasi,Penuh waktu,29-44
124070948,Kanada,Laki-laki,1986,34,8,1,7,9,6,7,Menikah,Penuh waktu,29-44
124071239,Kanada,Laki-laki,1985,34,8,1,6,9,4,5,Kohabitasi,Penuh waktu,29-44
124071432,Kanada,Laki-laki,1986,34,7,3,5,7,6,1,Menikah,Paruh waktu,29-44
124071778,Kanada,Perempuan,1986,34,9,2,8,8,10,5,Menikah,Ibu rumah tangga,29-44
124071799,Kanada,Perempuan,1986,34,7,2,7,7,3,5,Menikah,Penuh waktu,29-44
124071917,Kanada,Laki-laki,1985,34,9,1,9,8,3,5,Kohabitasi,Penuh waktu,29-44
124071936,Kanada,Perempuan,1986,34,9,1,7,9,4,5,Menikah,Penuh waktu,29-44
124072195,Kanada,Laki-laki,1986,34,9,2,9,7,7,9,Menikah,Penuh waktu,29-44
124072203,Kanada,Laki-laki,1985,34,8,1,8,8,6,9,Menikah,Penuh waktu,29-44
124072257,Kanada,Perempuan,1986,34,8,3,8,8,6,5,Kohabitasi,Ibu rumah tangga,29-44
124072398,Kanada,Laki-laki,1985,34,7,2,5,7,3,1,Kohabitasi,Pelajar/Mahasiswa,29-44
124072401,Kanada,Perempuan,1986,34,6,2,8,9,1,3,Kohabitasi,Penuh waktu,29-44
124072555,Kanada,Perempuan,1986,34,7,1,7,7,5,8,Kohabitasi,Penuh waktu,29-44
124072666,Kanada,Perempuan,1986,34,7,2,2,7,10,2,Lajang,Penuh waktu,29-44
124072756,Kanada,Perempuan,1986,34,3,3,3,4,6,6,Lajang,Tidak bekerja,29-44
124072791,Kanada,Laki-laki,1986,34,7,1,8,6,2,1,Menikah,Penuh waktu,29-44
124072807,Kanada,Laki-laki,1985,34,7,2,4,8,2,6,Menikah,Penuh waktu,29-44
124072889,Kanada,Laki-laki,1986,34,8,2,6,10,8,2,Menikah,Penuh waktu,29-44
124072946,Kanada,Laki-laki,1986,34,8,1,6,9,5,8,Menikah,Wiraswasta,29-44
124073537,Kanada,Laki-laki,1986,34,6,2,3,9,2,4,Bercerai,Penuh waktu,29-44
124073562,Kanada,Perempuan,1985,34,5,2,4,7,2,3,Kohabitasi,Tidak bekerja,29-44
124073577,Kanada,Laki-laki,1985,34,7,1,7,7,3,7,Lajang,Penuh waktu,29-44
124073682,Kanada,Perempuan,1986,34,6,1,6,7,10,3,Menikah,Penuh waktu,29-44
124073724,Kanada,Perempuan,1985,34,9,1,9,8,9,6,Lajang,Penuh waktu,29-44
124073890,Kanada,Laki-laki,1986,34,9,1,10,8,10,9,Menikah,Penuh waktu,29-44
124073893,Kanada,Perempuan,1986,34,7,2,8,7,2,5,Menikah,Penuh waktu,29-44
124073970,Kanada,Laki-laki,1986,34,10,2,8,6,10,7,Menikah,Penuh waktu,29-44
124073980,Kanada,Perempuan,1986,34,8,1,3,8,5,4,Menikah,Tidak bekerja,29-44
124074016,Kanada,Perempuan,1986,34,6,2,5,7,2,4,Pisah,Wiraswasta,29-44
124074018,Kanada,Laki-laki,1986,34,10,1,9,9,7,9,Menikah,Penuh waktu,29-44
124074019,Kanada,Perempuan,1986,34,7,1,2,7,1,2,Menikah,Wiraswasta,29-44
124074243,Kanada,Perempuan,1986,34,7,2,10,7,4,5,Menikah,Penuh waktu,29-44
124074394,Kanada,Perempuan,1986,34,4,2,7,4,7,7,Lajang,Penuh waktu,29-44
124074418,Kanada,Perempuan,1986,34,5,2,3,4,4,6,Bercerai,Penuh waktu,29-44
124074585,Kanada,Perempuan,1986,34,10,3,8,10,6,7,Menikah,Penuh waktu,29-44
124075955,Kanada,Perempuan,1986,34,7,1,4,7,8,5,Kohabitasi,Penuh waktu,29-44
554070443,Selandia Baru,Laki-laki,1985,34,9,2,9,9,3,4,Menikah,Penuh waktu,29-44
554070608,Selandia Baru,Laki-laki,1985,34,6,2,7,6,1,3,Kohabitasi,Pelajar/Mahasiswa,29-44
554070671,Selandia Baru,Laki-laki,1985,34,7,1,6,7,4,2,Menikah,Penuh waktu,29-44
554070720,Selandia Baru,Laki-laki,1985,34,7,1,5,9,4,10,Kohabitasi,Penuh waktu,29-44
554070807,Selandia Baru,Perempuan,1985,34,9,2,8,7,4,5,Menikah,Penuh waktu,29-44
554070844,Selandia Baru,Laki-laki,1985,34,8,2,6,8,5,10,Menikah,Penuh waktu,29-44
554070860,Selandia Baru,Perempuan,1985,34,9,1,8,7,2,8,Menikah,Penuh waktu,29-44
554070985,Selandia Baru,Laki-laki,1985,34,8,2,6,10,2,5,Bercerai,Penuh waktu,29-44
554071026,Selandia Baru,Perempuan,1985,34,9,1,9,8,7,4,Lajang,Penuh waktu,29-44
554071051,Selandia Baru,Perempuan,1985,34,3,2,3,6,8,4,Menikah,Penuh waktu,29-44
702070316,Singapura,Perempuan,1986,34,8,3,9,8,3,5,Menikah,Penuh waktu,29-44
702070353,Singapura,Laki-laki,1986,34,9,1,8,9,5,5,Kohabitasi,Penuh waktu,29-44
702070482,Singapura,Perempuan,1985,34,8,2,8,10,5,5,Lajang,Penuh waktu,29-44
702070496,Singapura,Laki-laki,1986,34,7,1,7,7,7,6,Menikah,Penuh waktu,29-44
702070525,Singapura,Perempuan,1986,34,7,3,8,7,3,5,Menikah,Penuh waktu,29-44
702070666,Singapura,Laki-laki,1985,34,7,2,7,8,5,6,Menikah,Penuh waktu,29-44
702070691,Singapura,Laki-laki,1985,34,8,1,6,7,8,7,Menikah,Penuh waktu,29-44
702070695,Singapura,Laki-laki,1985,34,5,1,3,5,4,1,Lajang,Penuh waktu,29-44
702070780,Singapura,Laki-laki,1985,34,9,1,8,9,6,6,Menikah,Penuh waktu,29-44
702070798,Singapura,Perempuan,1985,34,8,2,7,8,6,8,Menikah,Penuh waktu,29-44
702070865,Singapura,Perempuan,1985,34,8,2,7,8,9,2,Menikah,Penuh waktu,29-44
702070968,Singapura,Laki-laki,1986,34,6,1,4,6,4,6,Menikah,Penuh waktu,29-44
702070986,Singapura,Perempuan,1985,34,9,2,8,8,4,10,Menikah,Penuh waktu,29-44
702071066,Singapura,Laki-laki,1986,34,7,2,8,8,10,2,Lajang,Penuh waktu,29-44
702071080,Singapura,Perempuan,1985,34,7,2,6,8,9,3,Menikah,Paruh waktu,29-44
702071223,Singapura,Laki-laki,1985,34,8,1,8,6,3,5,Menikah,Penuh waktu,29-44
702071230,Singapura,Laki-laki,1986,34,9,1,10,6,9,5,Menikah,Wiraswasta,29-44
702071246,Singapura,Perempuan,1986,34,8,3,7,10,2,5,Lajang,Penuh waktu,29-44
702071478,Singapura,Perempuan,1985,34,8,1,6,8,10,3,Menikah,Tidak bekerja,29-44
702071510,Singapura,Laki-laki,1985,34,7,2,5,8,6,4,Lajang,Penuh waktu,29-44
702071530,Singapura,Laki-laki,1985,34,8,1,8,7,3,8,Menikah,Penuh waktu,29-44
702071646,Singapura,Perempuan,1985,34,5,1,6,6,8,6,Menikah,Ibu rumah tangga,29-44
702071795,Singapura,Laki-laki,1986,34,7,2,6,8,7,7,Lajang,Penuh waktu,29-44
124070015,Kanada,Laki-laki,1987,33,10,2,7,10,3,4,Menikah,Penuh waktu,29-44
124070047,Kanada,Perempuan,1987,33,5,2,3,7,1,1,Menikah,Paruh waktu,29-44
124070058,Kanada,Laki-laki,1987,33,9,2,8,9,3,7,Menikah,Penuh waktu,29-44
124070129,Kanada,Perempuan,1987,33,7,2,3,7,3,5,Lajang,Pelajar/Mahasiswa,29-44
124070140,Kanada,Perempuan,1987,33,7,1,7,8,3,2,Menikah,Penuh waktu,29-44
124070153,Kanada,Laki-laki,1987,33,7,2,5,9,5,4,Menikah,Penuh waktu,29-44
124070290,Kanada,Laki-laki,1987,33,5,1,5,5,3,5,Menikah,Penuh waktu,29-44
124070355,Kanada,Perempuan,1986,33,8,1,7,7,10,5,Menikah,Ibu rumah tangga,29-44
124070407,Kanada,Perempuan,1987,33,8,1,4,8,4,5,Menikah,Penuh waktu,29-44
124070415,Kanada,Perempuan,1986,33,7,2,6,8,5,5,Lajang,Penuh waktu,29-44
124070555,Kanada,Perempuan,1987,33,8,2,6,7,6,7,Menikah,Paruh waktu,29-44
124070580,Kanada,Laki-laki,1987,33,6,1,7,7,7,6,Lajang,Penuh waktu,29-44
124070599,Kanada,Laki-laki,1987,33,5,2,6,5,5,5,Kohabitasi,Penuh waktu,29-44
124070602,Kanada,Perempuan,1986,33,3,2,4,4,6,5,Lajang,Paruh waktu,29-44
124070606,Kanada,Perempuan,1987,33,9,2,4,8,4,5,Menikah,Ibu rumah tangga,29-44
124070614,Kanada,Laki-laki,1987,33,7,1,9,10,6,8,Menikah,Penuh waktu,29-44
124070660,Kanada,Laki-laki,1986,33,6,3,2,6,3,3,Menikah,Penuh waktu,29-44
124070710,Kanada,Laki-laki,1986,33,7,2,10,7,9,6,Menikah,Penuh waktu,29-44
124070723,Kanada,Laki-laki,1987,33,7,1,9,8,10,8,Menikah,Penuh waktu,29-44
124070736,Kanada,Laki-laki,1987,33,5,2,5,5,4,5,Menikah,Penuh waktu,29-44
124070749,Kanada,Laki-laki,1986,33,3,2,2,5,5,3,Lajang,Penuh waktu,29-44
124071000,Kanada,Laki-laki,1990,33,6,1,7,8,9,7,Lajang,Penuh waktu,29-44
124071043,Kanada,Perempuan,1987,33,8,1,5,9,6,6,Menikah,Penuh waktu,29-44
124071053,Kanada,Laki-laki,1987,33,7,2,8,7,5,6,Menikah,Penuh waktu,29-44
124071061,Kanada,Perempuan,1987,33,5,3,7,7,7,6,Lajang,Tidak bekerja,29-44
124071156,Kanada,Laki-laki,1987,33,9,2,7,9,3,7,Menikah,Paruh waktu,29-44
124071161,Kanada,Perempuan,1987,33,4,1,2,8,5,6,Menikah,Tidak bekerja,29-44
124071179,Kanada,Perempuan,1987,33,8,1,7,8,2,5,Lajang,Penuh waktu,29-44
124071196,Kanada,Laki-laki,1987,33,10,1,10,9,6,9,Menikah,Penuh waktu,29-44
124071208,Kanada,Perempuan,1986,33,8,1,7,7,8,5,Lajang,Wiraswasta,29-44
124071215,Kanada,Laki-laki,1987,33,7,2,7,7,7,5,Menikah,Penuh waktu,29-44
124071684,Kanada,Laki-laki,1987,33,9,1,8,8,5,3,Lajang,Wiraswasta,29-44
124071728,Kanada,Laki-laki,1987,33,4,3,4,3,3,9,Lajang,Tidak bekerja,29-44
124071785,Kanada,Perempuan,1987,33,5,1,5,5,3,5,Menikah,Ibu rumah tangga,29-44
124071910,Kanada,Laki-laki,1987,33,6,2,8,7,5,4,Menikah,Penuh waktu,29-44
124072105,Kanada,Laki-laki,1987,33,7,1,5,8,3,5,Pisah,Penuh waktu,29-44
124072126,Kanada,Laki-laki,1987,33,7,1,4,7,9,6,Lajang,Penuh waktu,29-44
124072137,Kanada,Laki-laki,1987,33,8,1,10,9,6,10,Menikah,Penuh waktu,29-44
124072140,Kanada,Perempuan,1987,33,8,3,3,8,4,6,Menikah,Ibu rumah tangga,29-44
124072155,Kanada,Laki-laki,1987,33,7,2,6,7,3,7,Menikah,Penuh waktu,29-44
124072311,Kanada,Perempuan,1987,33,7,2,5,6,4,3,Menikah,Ibu rumah tangga,29-44
124072372,Kanada,Laki-laki,1987,33,5,1,3,8,4,7,Menikah,Penuh waktu,29-44
124072385,Kanada,Laki-laki,1986,33,8,1,7,8,3,3,Kohabitasi,Penuh waktu,29-44
124072447,Kanada,Laki-laki,1987,33,8,2,8,10,4,3,Menikah,Penuh waktu,29-44
124072487,Kanada,Laki-laki,1987,33,8,1,8,8,9,3,Menikah,Penuh waktu,29-44
124072546,Kanada,Perempuan,1987,33,6,2,6,7,4,5,Menikah,Penuh waktu,29-44
124072613,Kanada,Laki-laki,1986,33,1,1,1,3,3,5,Lajang,Penuh waktu,29-44
124072620,Kanada,Perempuan,1987,33,7,2,6,7,8,7,Menikah,Penuh waktu,29-44
124072640,Kanada,Laki-laki,1987,33,7,2,7,8,5,5,Lajang,Penuh waktu,29-44
124072778,Kanada,Perempuan,1987,33,7,2,7,7,3,8,Kohabitasi,Penuh waktu,29-44
124072798,Kanada,Laki-laki,1986,33,9,2,8,9,1,1,Menikah,Penuh waktu,29-44
124072851,Kanada,Laki-laki,1985,33,4,1,2,3,5,2,Lajang,Tidak bekerja,29-44
124072853,Kanada,Perempuan,1987,33,7,3,6,9,3,4,Lajang,Paruh waktu,29-44
124072857,Kanada,Laki-laki,1987,33,1,4,5,5,2,5,Lajang,Tidak bekerja,29-44
124073009,Kanada,Laki-laki,1986,33,8,2,8,6,6,10,Menikah,Penuh waktu,29-44
124073095,Kanada,Perempuan,1987,33,5,2,6,6,1,5,Lajang,Penuh waktu,29-44
124073130,Kanada,Perempuan,1986,33,6,1,5,10,5,4,Kohabitasi,Penuh waktu,29-44
124073174,Kanada,Laki-laki,1986,33,8,3,7,8,3,3,Lajang,Penuh waktu,29-44
124073188,Kanada,Perempuan,1987,33,9,2,8,8,4,8,Menikah,Paruh waktu,29-44
124073304,Kanada,Laki-laki,1987,33,6,3,4,8,4,6,Menikah,Penuh waktu,29-44
124073514,Kanada,Perempuan,1987,33,9,1,7,9,3,3,Menikah,Penuh waktu,29-44
124073532,Kanada,Perempuan,1987,33,8,2,5,9,4,5,Lajang,Penuh waktu,29-44
124073589,Kanada,Laki-laki,1986,33,6,1,4,7,1,5,Menikah,Penuh waktu,29-44
124073720,Kanada,Laki-laki,1987,33,8,4,7,7,5,8,Menikah,Penuh waktu,29-44
124073835,Kanada,Laki-laki,1987,33,8,1,7,7,8,4,Bercerai,Penuh waktu,29-44
124073840,Kanada,Laki-laki,1987,33,10,1,10,10,6,10,Menikah,Penuh waktu,29-44
124073984,Kanada,Perempuan,1987,33,8,3,8,10,1,4,Kohabitasi,Wiraswasta,29-44
124074001,Kanada,Laki-laki,1987,33,6,2,6,6,4,5,Menikah,Penuh waktu,29-44
124074260,Kanada,Perempuan,1987,33,8,1,8,8,7,5,Menikah,Penuh waktu,29-44
124074318,Kanada,Laki-laki,1987,33,9,2,10,8,8,8,Menikah,Penuh waktu,29-44
124074319,Kanada,Laki-laki,1987,33,2,2,1,2,2,1,Kohabitasi,Tidak bekerja,29-44
124074490,Kanada,Laki-laki,1987,33,9,1,5,9,6,8,Menikah,Penuh waktu,29-44
124074580,Kanada,Laki-laki,1987,33,8,2,5,8,3,4,Kohabitasi,Penuh waktu,29-44
124074596,Kanada,Perempuan,1987,33,8,1,8,8,9,7,Kohabitasi,Ibu rumah tangga,29-44
124075866,Kanada,Perempuan,1987,33,7,1,6,6,3,5,Menikah,Penuh waktu,29-44
124076001,Kanada,Laki-laki,1987,33,9,2,8,7,1,2,Menikah,Penuh waktu,29-44
554070541,Selandia Baru,Perempuan,1986,33,8,3,7,8,5,3,Menikah,Paruh waktu,29-44
554070700,Selandia Baru,Laki-laki,1986,33,7,1,7,8,10,5,Menikah,Penuh waktu,29-44
554070775,Selandia Baru,Perempuan,1986,33,7,3,8,5,10,7,Menikah,Penuh waktu,29-44
554071004,Selandia Baru,Laki-laki,1986,33,7,2,7,8,2,2,Menikah,Penuh waktu,29-44
554071019,Selandia Baru,Perempuan,1986,33,8,2,8,8,3,3,Kohabitasi,Penuh waktu,29-44
702070046,Singapura,Laki-laki,1987,33,8,2,8,7,3,7,Menikah,Penuh waktu,29-44
702070055,Singapura,Laki-laki,1986,33,6,3,8,7,1,5,Menikah,Penuh waktu,29-44
702070198,Singapura,Laki-laki,1986,33,4,1,2,4,8,10,Menikah,Penuh waktu,29-44
702070314,Singapura,Perempuan,1987,33,6,1,6,5,7,5,Lajang,Penuh waktu,29-44
702070385,Singapura,Perempuan,1987,33,2,2,1,3,3,1,Lajang,Wiraswasta,29-44
702070387,Singapura,Laki-laki,1986,33,7,1,1,5,6,5,Menikah,Tidak bekerja,29-44
702070407,Singapura,Perempuan,1987,33,7,2,5,7,10,4,Lajang,Penuh waktu,29-44
702070429,Singapura,Laki-laki,1987,33,9,1,6,4,3,7,Menikah,Penuh waktu,29-44
702070455,Singapura,Laki-laki,1987,33,3,2,3,7,4,8,Menikah,Penuh waktu,29-44
702070575,Singapura,Perempuan,1987,33,8,2,8,8,9,7,Menikah,Penuh waktu,29-44
702071050,Singapura,Laki-laki,1986,33,8,1,7,8,7,5,Menikah,Penuh waktu,29-44
702071108,Singapura,Perempuan,1987,33,6,2,7,7,3,5,Menikah,Tidak bekerja,29-44
702071275,Singapura,Perempuan,1987,33,9,2,8,10,3,2,Menikah,Pelajar/Mahasiswa,29-44
702071289,Singapura,Laki-laki,1987,33,7,2,7,8,4,1,Menikah,Wiraswasta,29-44
702071334,Singapura,Laki-laki,1987,33,5,1,4,5,6,1,Menikah,Penuh waktu,29-44
702071483,Singapura,Perempuan,1987,33,5,1,5,5,1,6,Menikah,Penuh waktu,29-44
702071552,Singapura,Perempuan,1986,33,8,1,7,7,6,5,Menikah,Ibu rumah tangga,29-44
702071803,Singapura,Perempuan,1987,33,7,2,7,7,6,7,Menikah,Penuh waktu,29-44
702071879,Singapura,Laki-laki,1987,33,4,2,6,4,8,5,Menikah,Wiraswasta,29-44
702071970,Singapura,Perempuan,1987,33,7,3,6,5,7,4,Menikah,Ibu rumah tangga,29-44
124070008,Kanada,Laki-laki,1988,32,1,2,9,7,3,6,Bercerai,Penuh waktu,29-44
124070024,Kanada,Laki-laki,1987,32,7,2,6,7,9,9,Menikah,Penuh waktu,29-44
124070066,Kanada,Perempuan,1988,32,8,1,8,8,2,3,Kohabitasi,Penuh waktu,29-44
124070111,Kanada,Laki-laki,1988,32,10,1,10,10,3,10,Lajang,Penuh waktu,29-44
124070113,Kanada,Laki-laki,1988,32,7,1,3,10,1,5,Lajang,Tidak bekerja,29-44
124070131,Kanada,Laki-laki,1987,32,7,2,7,7,5,6,Kohabitasi,Penuh waktu,29-44
124070134,Kanada,Perempuan,1987,32,4,3,2,10,3,1,Lajang,Penuh waktu,29-44
124070205,Kanada,Laki-laki,1988,32,4,2,4,6,4,6,Menikah,Paruh waktu,29-44
124070208,Kanada,Laki-laki,1987,32,9,2,8,10,4,5,Kohabitasi,Penuh waktu,29-44
124070247,Kanada,Perempuan,1988,32,6,1,4,5,3,5,Lajang,Penuh waktu,29-44
124070310,Kanada,Laki-laki,1988,32,6,2,7,7,4,7,Lajang,Tidak bekerja,29-44
124070344,Kanada,Perempuan,1987,32,8,2,10,10,4,3,Menikah,Penuh waktu,29-44
124070353,Kanada,Perempuan,1988,32,7,2,7,9,3,3,Menikah,Ibu rumah tangga,29-44
124070382,Kanada,Laki-laki,1988,32,9,2,8,9,4,9,Menikah,Penuh waktu,29-44
124070395,Kanada,Laki-laki,1988,32,9,2,7,6,9,7,Menikah,Penuh waktu,29-44
124070404,Kanada,Laki-laki,1988,32,6,3,5,7,3,5,Lajang,Penuh waktu,29-44
124070406,Kanada,Perempuan,1988,32,6,1,6,6,5,5,Lajang,Penuh waktu,29-44
124070414,Kanada,Laki-laki,1988,32,5,2,5,5,4,5,Lajang,Penuh waktu,29-44
124070428,Kanada,Perempuan,1987,32,6,3,4,7,7,5,Lajang,Pelajar/Mahasiswa,29-44
124070527,Kanada,Laki-laki,1988,32,8,1,7,8,9,8,Menikah,Penuh waktu,29-44
124070540,Kanada,Laki-laki,1988,32,5,2,7,7,5,4,Lajang,Pelajar/Mahasiswa,29-44
124070554,Kanada,Laki-laki,1988,32,5,2,7,5,9,5,Lajang,Penuh waktu,29-44
124070707,Kanada,Perempuan,1988,32,6,2,3,7,3,3,Lajang,Pelajar/Mahasiswa,29-44
124070717,Kanada,Laki-laki,1988,32,5,1,3,6,5,6,Menikah,Penuh waktu,29-44
124070728,Kanada,Perempuan,1988,32,8,2,7,7,5,4,Menikah,Penuh waktu,29-44
124070734,Kanada,Laki-laki,1987,32,8,2,8,9,1,4,Menikah,Penuh waktu,29-44
124070765,Kanada,Laki-laki,1988,32,8,3,7,8,3,7,Menikah,Penuh waktu,29-44
124070806,Kanada,Perempuan,1988,32,6,2,7,10,5,2,Lajang,Penuh waktu,29-44
124070837,Kanada,Perempuan,1988,32,4,2,6,7,3,2,Lajang,Penuh waktu,29-44
124070879,Kanada,Laki-laki,1987,32,6,3,7,9,3,3,Lajang,Wiraswasta,29-44
124070887,Kanada,Laki-laki,1988,32,9,1,8,9,4,6,Menikah,Penuh waktu,29-44
124070933,Kanada,Laki-laki,1988,32,7,1,5,8,3,8,Menikah,Penuh waktu,29-44
124070959,Kanada,Laki-laki,1988,32,5,1,4,6,8,5,Janda/Duda,Penuh waktu,29-44
124071173,Kanada,Laki-laki,1988,32,7,1,5,6,4,5,Menikah,Penuh waktu,29-44
124071203,Kanada,Perempuan,1988,32,8,2,8,9,5,9,Kohabitasi,Penuh waktu,29-44
124071263,Kanada,Perempuan,1988,32,10,2,9,9,4,9,Menikah,Paruh waktu,29-44
124071340,Kanada,Laki-laki,1988,32,5,1,5,5,5,5,Lajang,Tidak bekerja,29-44
124071368,Kanada,Perempuan,1987,32,3,2,1,5,5,3,Pisah,Penuh waktu,29-44
124071444,Kanada,Laki-laki,1988,32,7,3,2,8,5,3,Menikah,Penuh waktu,29-44
124071532,Kanada,Perempuan,1988,32,7,1,4,10,4,5,Kohabitasi,Penuh waktu,29-44
124071541,Kanada,Laki-laki,1988,32,1,2,7,1,5,5,Lajang,Penuh waktu,29-44
124071561,Kanada,Perempuan,1988,32,8,1,6,8,8,5,Bercerai,Penuh waktu,29-44
124071723,Kanada,Laki-laki,1988,32,8,2,8,10,8,8,Menikah,Penuh waktu,29-44
124071737,Kanada,Laki-laki,1988,32,8,1,10,10,10,10,Menikah,Penuh waktu,29-44
124071789,Kanada,Laki-laki,1987,32,9,1,8,8,9,9,Menikah,Penuh waktu,29-44
124071877,Kanada,Laki-laki,1988,32,7,2,6,6,3,7,Lajang,Penuh waktu,29-44
124071906,Kanada,Laki-laki,1988,32,8,1,8,8,3,3,Menikah,Penuh waktu,29-44
124071951,Kanada,Laki-laki,1987,32,8,1,6,6,7,5,Lajang,Penuh waktu,29-44
124071958,Kanada,Perempuan,1988,32,9,2,7,7,10,5,Menikah,Penuh waktu,29-44
124071971,Kanada,Perempuan,1988,32,9,1,7,7,10,3,Menikah,Penuh waktu,29-44
124072084,Kanada,Laki-laki,1988,32,8,1,1,9,4,6,Lajang,Tidak bekerja,29-44
124072118,Kanada,Perempuan,1988,32,10,3,7,10,4,5,Lajang,Penuh waktu,29-44
124072201,Kanada,Laki-laki,1988,32,8,1,8,7,10,5,Menikah,Penuh waktu,29-44
